Id,account_length,international_plan,voice_mail_plan,number_vmail_messages,total_day_minutes,total_day_calls,total_day_charge,total_eve_minutes,total_eve_calls,total_eve_charge,total_night_minutes,total_night_calls,total_night_charge,total_intl_minutes,total_intl_calls,total_intl_charge,number_customer_service_calls,churn
814,166, no, no,0,173.9,103,29.56,276.4,83,23.49,190.8,113,8.59,15.3,5,4.13,0, False
815,75, no, yes,41,130.9,115,22.25,203.4,110,17.29,171.7,68,7.73,12.4,4,3.35,1, False
816,75, no, no,0,314.6,102,53.48,169.8,86,14.43,285.1,100,12.83,5.7,3,1.54,2, True
817,83, no, no,0,227.9,78,38.74,207.5,115,17.64,211.7,100,9.53,12.1,5,3.27,1, False
818,243, no, no,0,95.5,92,16.24,163.7,63,13.91,264.2,118,11.89,6.6,6,1.78,2, False
819,153, no, no,0,185.3,127,31.5,208,73,17.68,206.1,124,9.27,15.1,3,4.08,1, False
820,150, no, no,0,146.3,133,24.87,202.7,95,17.23,234.7,103,10.56,13.1,3,3.54,1, False
821,92, no, yes,16,184,99,31.28,76.4,134,6.49,185.1,96,8.33,12.7,3,3.43,2, False
822,80, no, no,0,105.8,110,17.99,43.9,88,3.73,189.6,87,8.53,13.1,5,3.54,0, False
823,134, no, no,0,178,110,30.26,153.8,64,13.07,236.6,105,10.65,11.7,4,3.16,1, False
824,77, no, yes,24,149.4,74,25.4,123.9,72,10.53,174.3,84,7.84,10.1,6,2.73,1, False
825,147, no, no,0,209.4,104,35.6,132.5,78,11.26,149.4,123,6.72,11.3,3,3.05,2, False
826,74, no, no,0,172.1,105,29.26,211.7,99,17.99,182.2,105,8.2,11.6,6,3.13,1, False
827,138, yes, no,0,169.3,82,28.78,217.9,147,18.52,184.2,77,8.29,9.4,9,2.54,1, False
828,143, no, no,0,119.1,117,20.25,287.7,136,24.45,223,100,10.04,12.2,4,3.29,0, False
829,64, no, no,0,194.2,147,33.01,173.4,87,14.74,268.7,114,12.09,5.5,2,1.49,2, False
830,120, no, no,0,198.8,56,33.8,230.1,73,19.56,119.8,81,5.39,9.9,3,2.67,2, False
831,121, yes, no,0,167.7,94,28.51,93.7,121,7.96,241.3,115,10.86,13.4,1,3.62,3, True
832,88, no, no,0,202.2,86,34.37,216.8,93,18.43,239.4,99,10.77,11.8,2,3.19,2, False
833,87, no, no,0,322.5,106,54.83,204.6,93,17.39,186.2,128,8.38,9.4,4,2.54,2, True
834,100, no, no,0,216.2,107,36.75,215.6,84,18.33,138.4,127,6.23,10.2,3,2.75,0, False
835,104, no, no,0,76.4,116,12.99,115.6,74,9.83,226.3,94,10.18,9.4,3,2.54,3, False
836,27, no, no,0,72.7,75,12.36,208.6,117,17.73,65.8,71,2.96,9.9,3,2.67,1, False
837,81, no, yes,31,210.4,100,35.77,225.5,97,19.17,168.7,120,7.59,9.7,4,2.62,0, False
838,64, yes, yes,33,127.2,93,21.62,162.9,104,13.85,247.4,109,11.13,8.1,13,2.19,0, False
839,107, no, yes,28,201.8,79,34.31,304.9,128,25.92,225.6,133,10.15,11.9,8,3.21,1, False
840,88, no, yes,17,219.5,78,37.32,222.1,94,18.88,188.3,92,8.47,16.1,5,4.35,1, False
841,111, no, no,0,99.3,112,16.88,270.5,136,22.99,225.3,94,10.14,9,6,2.43,3, False
842,77, no, no,0,239.2,114,40.66,150,115,12.75,160.8,81,7.24,10.3,2,2.78,5, False
843,67, yes, no,0,120.9,58,20.55,235,88,19.98,95.1,130,4.28,11.4,11,3.08,2, False
844,102, no, no,0,224.7,81,38.2,129.4,112,11,167.6,109,7.54,15.8,6,4.27,1, False
845,146, no, yes,19,176.6,88,30.02,162.7,66,13.83,215.5,98,9.7,14.6,6,3.94,1, False
846,144, no, yes,51,283.9,98,48.26,192,109,16.32,196.3,85,8.83,10,4,2.7,1, False
847,96, no, no,0,180.6,92,30.7,190.9,114,16.23,295.6,125,13.3,10.3,4,2.78,1, True
848,70, no, yes,31,125.9,101,21.4,196.4,102,16.69,252.7,75,11.37,10.3,4,2.78,1, False
849,149, no, no,0,237.6,79,40.39,192.4,107,16.35,207.4,111,9.33,9.1,9,2.46,0, False
850,129, no, no,0,198.4,91,33.73,264.7,106,22.5,111.4,101,5.01,9.2,2,2.48,2, False
851,166, no, no,0,274.3,110,46.63,52.9,109,4.5,246.1,119,11.07,10.9,5,2.94,0, False
852,136, yes, no,0,199.6,89,33.93,211.4,96,17.97,72.4,84,3.26,11,4,2.97,3, True
853,149, no, no,0,217.7,91,37.01,273.5,74,23.25,226.9,99,10.21,9.6,3,2.59,3, False
854,70, no, no,0,134.7,96,22.9,235.9,90,20.05,260.2,113,11.71,7.6,6,2.05,3, False
855,120, no, yes,24,212.7,73,36.16,257.5,103,21.89,227.8,119,10.25,9.7,13,2.62,2, False
856,66, no, no,0,256.3,135,43.57,180.2,106,15.32,187.3,135,8.43,6.2,7,1.67,2, False
857,104, no, no,0,183.6,133,31.21,120.7,98,10.26,215.1,112,9.68,12.7,2,3.43,1, False
858,160, no, no,0,176.2,90,29.95,196,115,16.66,263.9,95,11.88,9.2,4,2.48,1, False
859,129, no, yes,37,205,94,34.85,165.4,103,14.06,185,81,8.32,11.7,8,3.16,1, False
860,93, no, no,0,267.9,114,45.54,223,74,18.96,262.7,90,11.82,11.3,3,3.05,3, True
861,169, no, no,0,179.2,111,30.46,175.2,130,14.89,228.6,92,10.29,9.9,6,2.67,2, False
862,58, no, no,0,149.4,145,25.4,196.5,105,16.7,209.5,108,9.43,14.9,3,4.02,1, False
863,75, no, yes,38,163.6,132,27.81,146.7,113,12.47,345.8,115,15.56,13.1,3,3.54,3, False
864,45, no, no,0,207.6,71,35.29,152.7,94,12.98,217.8,125,9.8,12.4,13,3.35,1, False
865,155, no, no,0,165.4,108,28.12,183.7,103,15.61,80.2,108,3.61,8.9,4,2.4,3, False
866,52, no, no,0,209.8,114,35.67,171.3,82,14.56,154.6,119,6.96,9.9,9,2.67,4, False
867,119, no, yes,27,220.1,128,37.42,268.2,133,22.8,146.5,80,6.59,11.1,3,3,0, False
868,86, no, no,0,141.3,72,24.02,154.3,95,13.12,210.6,91,9.48,8.2,5,2.21,1, False
869,42, no, no,0,196.5,89,33.41,241.3,123,20.51,143.2,105,6.44,4,7,1.08,0, False
870,127, yes, no,0,180.9,114,30.75,209.5,118,17.81,249.9,105,11.25,7.4,4,2,2, False
871,123, no, no,0,105,150,17.85,251.6,90,21.39,258,93,11.61,14.9,5,4.02,0, False
872,98, no, no,0,271.4,119,46.14,190.4,102,16.18,284.7,118,12.81,11.1,6,3,4, True
873,149, no, yes,43,206.7,79,35.14,174.6,122,14.84,241.5,80,10.87,10.9,3,2.94,1, False
874,160, no, no,0,166.8,109,28.36,236,117,20.06,307.6,77,13.84,9.3,1,2.51,1, False
875,103, no, no,0,204.9,107,34.83,135.2,102,11.49,208.2,106,9.37,10.4,3,2.81,5, False
876,132, no, yes,15,154.6,128,26.28,245.6,106,20.88,148.6,90,6.69,9.1,4,2.46,1, False
877,137, no, no,0,127,107,21.59,323.2,75,27.47,143.9,127,6.48,7.5,2,2.03,1, False
878,129, yes, no,0,267.4,78,45.46,204.2,85,17.36,111.7,146,5.03,5.9,4,1.59,1, False
879,62, no, no,0,281,66,47.77,160.6,108,13.65,77.9,74,3.51,0,0,0,1, False
880,122, no, yes,33,270.8,96,46.04,220.4,110,18.73,169.9,104,7.65,11.8,8,3.19,4, False
881,32, no, no,0,171.2,82,29.1,185.6,102,15.78,203.3,64,9.15,10.2,7,2.75,1, False
882,86, no, no,0,124.1,82,21.1,202.6,120,17.22,289.6,119,13.03,6.7,8,1.81,3, False
883,130, no, no,0,162.8,113,27.68,290.3,111,24.68,114.9,140,5.17,7.2,3,1.94,1, False
884,42, no, no,0,146.3,84,24.87,255.9,113,21.75,45,117,2.03,8,12,2.16,1, False
885,73, no, no,0,254.8,85,43.32,143.4,80,12.19,153.9,102,6.93,15,7,4.05,2, False
886,66, no, yes,26,254.9,108,43.33,243.2,135,20.67,190.8,95,8.59,5.4,3,1.46,2, False
887,103, no, yes,31,107.7,124,18.31,188.9,104,16.06,196.2,98,8.83,8.9,3,2.4,0, False
888,128, no, no,0,158.8,75,27,264.8,91,22.51,270,77,12.15,7.6,7,2.05,1, False
889,104, no, no,0,182.9,113,31.09,239.6,85,20.37,229.8,104,10.34,5.5,4,1.49,2, False
890,103, no, no,0,198.5,112,33.75,42.5,90,3.61,179.2,124,8.06,12.4,5,3.35,0, False
891,124, no, no,0,178.4,72,30.33,233.6,134,19.86,179.4,91,8.07,12,2,3.24,0, False
892,87, no, no,0,110.9,91,18.85,158.5,115,13.47,207.5,131,9.34,6.2,5,1.67,1, False
893,109, no, yes,27,166.9,85,28.37,221.2,92,18.8,197.3,97,8.88,12.3,4,3.32,1, True
894,167, yes, no,0,244.8,91,41.62,60.8,105,5.17,176.7,110,7.95,10.7,3,2.89,2, False
895,97, no, no,0,120.8,96,20.54,169.8,101,14.43,194.1,63,8.73,11.9,3,3.21,4, True
896,106, no, no,0,165.3,118,28.1,210,101,17.85,187.2,93,8.42,8.5,3,2.3,2, False
897,125, no, no,0,126.7,113,21.54,155.5,131,13.22,206.2,112,9.28,14.4,7,3.89,2, False
898,108, no, yes,35,215.9,106,36.7,200.6,107,17.05,195.4,107,8.79,15.5,7,4.19,0, False
899,125, no, no,0,140.1,132,23.82,209.6,126,17.82,264.1,77,11.88,8,2,2.16,1, False
900,89, no, yes,32,209.9,113,35.68,249.8,104,21.23,224.2,92,10.09,8.7,7,2.35,1, False
901,72, yes, yes,29,139.8,114,23.77,138.2,91,11.75,221,88,9.95,5.5,6,1.49,0, False
902,23, no, no,0,321.6,107,54.67,251.6,115,21.39,141.1,158,6.35,11.3,3,3.05,2, True
903,149, no, no,0,166.6,61,28.32,218.8,107,18.6,208.3,131,9.37,8.2,6,2.21,7, False
904,73, no, no,0,214.2,90,36.41,196.8,78,16.73,157.9,112,7.11,5.9,8,1.59,0, False
905,61, no, no,0,260,123,44.2,210.5,127,17.89,234.7,70,10.56,9,3,2.43,1, True
906,161, no, no,0,191.9,113,32.62,70.9,87,6.03,204.8,107,9.22,13.4,4,3.62,4, True
907,73, no, no,0,213,95,36.21,188.8,104,16.05,136.2,89,6.13,13.5,3,3.65,0, False
908,118, no, yes,24,118.1,83,20.08,109.6,72,9.32,245.5,73,11.05,16.9,2,4.56,1, False
909,23, no, no,0,190.2,89,32.33,166.4,108,14.14,219.8,73,9.89,15,4,4.05,6, False
910,127, no, yes,25,82.2,95,13.97,163.3,109,13.88,264.9,104,11.92,5.1,6,1.38,0, False
911,42, no, yes,32,163.8,80,27.85,177.8,123,15.11,190.4,106,8.57,8.1,5,2.19,0, False
912,118, no, no,0,267.8,145,45.53,316.4,121,26.89,208.6,91,9.39,14.4,11,3.89,5, True
913,45, no, no,0,159.8,91,27.17,120.4,86,10.23,163,93,7.34,10.6,3,2.86,2, False
914,50, no, yes,24,214.3,129,36.43,289.8,55,24.63,312.5,130,14.06,10.6,4,2.86,1, False
915,179, no, no,0,287.3,123,48.84,288,114,24.48,266,112,11.97,10.5,4,2.84,0, True
916,152, no, no,0,101.2,122,17.2,141.6,87,12.04,198.5,124,8.93,7.5,3,2.03,2, False
917,105, no, no,0,102.8,74,17.48,281.7,125,23.94,228.1,113,10.26,13.2,5,3.56,2, False
918,72, no, no,0,109.1,97,18.55,115.7,96,9.83,295.8,84,13.31,8.3,6,2.24,0, False
919,52, no, no,0,215.9,67,36.7,217,108,18.45,342.8,130,15.43,5.2,2,1.4,1, False
920,125, no, no,0,203.4,110,34.58,128.7,97,10.94,190.5,113,8.57,11,4,2.97,1, False
921,143, no, no,0,110.1,113,18.72,169,59,14.37,166.7,94,7.5,9.2,2,2.48,1, False
922,65, no, no,0,111,51,18.87,219.8,84,18.68,202,89,9.09,4.4,14,1.19,1, False
923,80, no, no,0,239.9,121,40.78,142.3,51,12.1,364.3,106,16.39,9.3,5,2.51,1, False
924,1, no, no,0,144.8,107,24.62,112.5,66,9.56,218.7,79,9.84,13.8,3,3.73,1, False
925,60, no, no,0,135.4,134,23.02,205.9,85,17.5,204,103,9.18,7.9,4,2.13,1, False
926,43, no, no,0,84.2,134,14.31,80.8,103,6.87,196.1,79,8.82,10.8,2,2.92,1, False
927,143, no, no,0,209.1,127,35.55,106.1,80,9.02,179.6,90,8.08,14,6,3.78,0, False
928,81, no, yes,24,130.1,117,22.12,196,61,16.66,139.3,123,6.27,11.4,5,3.08,0, False
929,205, no, yes,24,175.8,139,29.89,155,98,13.18,180.7,64,8.13,7.8,5,2.11,2, False
930,24, no, no,0,241.9,104,41.12,145.2,112,12.34,214.5,105,9.65,6.6,5,1.78,1, False
931,74, no, no,0,136.7,106,23.24,228.6,105,19.43,265.3,114,11.94,9.8,4,2.65,0, False
932,77, no, no,0,67.7,68,11.51,195.7,86,16.63,236.5,137,10.64,12,2,3.24,1, False
933,74, no, no,0,200.4,87,34.07,309.2,105,26.28,152.1,118,6.84,10,2,2.7,1, False
934,74, yes, no,0,125.8,103,21.39,207.7,96,17.65,207.4,143,9.33,14.1,4,3.81,1, True
935,200, no, no,0,128.2,87,21.79,133.2,105,11.32,177.6,123,7.99,11.2,2,3.02,1, False
936,86, no, no,0,226.3,88,38.47,223,107,18.96,255.6,92,11.5,13,3,3.51,4, False
937,91, no, yes,37,162.3,107,27.59,233.9,115,19.88,277.4,94,12.48,9.2,4,2.48,0, False
938,76, no, no,0,224.4,121,38.15,147.9,97,12.57,183.8,74,8.27,6.7,2,1.81,2, False
939,130, no, no,0,120.5,127,20.49,189.7,52,16.12,270.1,107,12.15,14.3,2,3.86,1, False
940,56, no, no,0,91.1,90,15.49,179.3,115,15.24,300.7,89,13.53,11.9,8,3.21,2, False
941,117, no, no,0,168.8,137,28.7,241.4,107,20.52,204.8,106,9.22,15.5,4,4.19,0, False
942,63, no, no,0,153.5,81,26.1,287.3,115,24.42,230.2,85,10.36,6.5,5,1.76,2, False
943,126, no, no,0,226.2,88,38.45,140.3,114,11.93,208.9,110,9.4,6.4,2,1.73,0, False
944,132, no, no,0,191.9,107,32.62,206.9,127,17.59,272,88,12.24,12.6,2,3.4,1, False
945,81, no, yes,28,167.9,147,28.54,190.7,105,16.21,193,103,8.69,9.2,6,2.48,4, True
946,122, no, no,0,180,88,30.6,145,77,12.33,233.7,120,10.52,11.5,6,3.11,2, False
947,46, no, no,0,257.4,67,43.76,261.1,91,22.19,204.4,107,9.2,13.4,5,3.62,2, True
948,150, no, yes,28,174.4,75,29.65,169.9,80,14.44,201.6,130,9.07,11,4,2.97,1, False
949,99, no, no,0,159.7,83,27.15,155.4,121,13.21,255.7,114,11.51,8.4,3,2.27,1, False
950,87, no, no,0,237.2,124,40.32,222.6,87,18.92,173.3,81,7.8,11,3,2.97,1, False
951,108, no, no,0,103,129,17.51,242.3,103,20.6,170.2,89,7.66,7.9,3,2.13,1, False
952,101, no, no,0,153.8,89,26.15,234,89,19.89,196.3,77,8.83,11.6,2,3.13,4, False
953,53, no, no,0,205.1,86,34.87,160.5,95,13.64,149.5,142,6.73,10.7,2,2.89,3, False
954,132, no, yes,39,175.7,93,29.87,187.2,94,15.91,225.5,118,10.15,8.6,3,2.32,2, False
955,158, no, no,0,155.9,123,26.5,224.2,112,19.06,221,116,9.95,8.6,8,2.32,2, False
956,114, no, yes,34,154.4,109,26.25,221.4,142,18.82,208.5,103,9.38,10.3,5,2.78,0, False
957,77, no, yes,23,209.7,73,35.65,183.6,63,15.61,205.5,111,9.25,7.1,3,1.92,2, False
958,144, yes, no,0,150,69,25.5,285.9,73,24.3,190.6,121,8.58,9.4,15,2.54,0, False
959,91, no, yes,23,232.4,97,39.51,186,88,15.81,190.5,128,8.57,12.3,3,3.32,3, False
960,58, no, no,0,165.4,100,28.12,115.7,87,9.83,193.8,118,8.72,12.8,5,3.46,2, False
961,5, no, no,0,199.2,106,33.86,187.3,12,15.92,214,85,9.63,13.3,3,3.59,3, False
962,97, no, no,0,217.6,81,36.99,320.5,51,27.24,150.7,110,6.78,4.2,3,1.13,0, False
963,107, no, no,0,212.1,95,36.06,150.1,88,12.76,219.8,111,9.89,7.7,2,2.08,3, False
964,142, no, yes,30,154,75,26.18,165.8,97,14.09,270,83,12.15,10.8,5,2.92,1, False
965,9, no, yes,31,193.8,130,32.95,202.6,98,17.22,191.2,102,8.6,13.3,2,3.59,1, False
966,73, no, no,0,175.4,130,29.82,248.1,105,21.09,122.4,85,5.51,12.2,4,3.29,0, False
967,48, no, yes,22,152,63,25.84,258.8,131,22,263.2,109,11.84,15.7,5,4.24,2, True
968,43, no, no,0,230.2,147,39.13,186.7,121,15.87,128.4,100,5.78,9.2,3,2.48,0, False
969,122, no, yes,33,174.9,103,29.73,248.2,105,21.1,164.6,116,7.41,13.5,3,3.65,1, True
970,93, no, no,0,190.2,68,32.33,262.2,64,22.29,130,92,5.85,8.8,4,2.38,0, False
971,85, no, no,0,176.4,122,29.99,224.9,123,19.12,219.6,50,9.88,11.5,1,3.11,1, False
972,59, no, no,0,160.9,95,27.35,251.2,65,21.35,273.4,97,12.3,5,5,1.35,3, False
973,87, no, no,0,228.7,90,38.88,163,99,13.86,154.1,90,6.93,11.8,3,3.19,1, False
974,137, no, no,0,144,90,24.48,181.6,100,15.44,128.1,93,5.76,12.3,2,3.32,0, False
975,21, no, yes,31,135.9,90,23.1,271,84,23.04,179.1,89,8.06,9.5,7,2.57,6, False
976,129, no, no,0,334.3,118,56.83,192.1,104,16.33,191,83,8.59,10.4,6,2.81,0, True
977,104, no, no,0,130.5,77,22.19,131.2,117,11.15,264.7,63,11.91,13,6,3.51,0, False
978,93, no, yes,21,134.2,105,22.81,162.5,128,13.81,186.6,90,8.4,11.8,2,3.19,4, True
979,63, no, no,0,278,102,47.26,266.4,114,22.64,224.1,118,10.08,13.1,4,3.54,4, True
980,161, no, no,0,105.4,70,17.92,214.8,122,18.26,223.6,126,10.06,7.8,5,2.11,0, False
981,50, no, no,0,188.9,94,32.11,203.9,104,17.33,151.8,124,6.83,11.6,8,3.13,3, False
982,103, no, yes,24,111.8,85,19.01,239.6,102,20.37,268.3,81,12.07,6.9,4,1.86,1, False
983,84, no, yes,33,159.1,106,27.05,149.8,101,12.73,213.4,108,9.6,13,18,3.51,1, False
984,92, no, no,0,212.4,105,36.11,224.6,118,19.09,221.3,105,9.96,9,4,2.43,1, False
985,77, no, no,0,142.3,112,24.19,306.3,111,26.04,196.5,82,8.84,9.9,1,2.67,1, False
986,64, yes, no,0,346.8,55,58.96,249.5,79,21.21,275.4,102,12.39,13.3,9,3.59,1, True
987,159, no, yes,15,113.9,102,19.36,145.3,146,12.35,195.2,137,8.78,11.8,9,3.19,1, False
988,110, yes, yes,27,267.9,103,45.54,263.3,74,22.38,178.1,106,8.01,8.3,2,2.24,1, True
989,138, no, no,0,171.4,117,29.14,115.2,128,9.79,224.5,115,10.1,17,4,4.59,3, False
990,178, no, no,0,275.4,150,46.82,187.5,62,15.94,147.1,126,6.62,13.6,3,3.67,1, False
991,38, no, yes,31,197.2,118,33.52,249.9,70,21.24,298.9,104,13.45,3.9,2,1.05,0, False
992,50, no, yes,35,192.6,97,32.74,135.2,101,11.49,216.2,101,9.73,7.9,2,2.13,2, False
993,45, no, yes,26,91.7,104,15.59,150.6,119,12.8,63.3,103,2.85,7.7,5,2.08,1, False
994,70, no, no,0,126.3,99,21.47,141.6,106,12.04,255.9,96,11.52,9.6,2,2.59,0, False
995,147, no, yes,33,251.5,107,42.76,234.1,110,19.9,213.4,87,9.6,10.4,6,2.81,3, False
996,94, no, no,0,190.6,108,32.4,152.3,95,12.95,144.7,97,6.51,7.5,5,2.03,1, False
997,179, no, no,0,116.1,101,19.74,201.8,99,17.15,181.9,103,8.19,11.6,5,3.13,0, False
998,116, no, no,0,217.3,91,36.94,216.1,95,18.37,148.1,76,6.66,11.3,3,3.05,2, False
999,59, no, no,0,179.4,80,30.5,232.5,99,19.76,175.8,105,7.91,14.7,3,3.97,0, False
1000,165, no, no,0,207.7,109,35.31,164.8,94,14.01,54.5,91,2.45,7.9,3,2.13,0, False
1001,133, no, no,0,277.3,138,47.14,228.4,117,19.41,117.3,103,5.28,12.8,4,3.46,2, True
1002,140, no, no,0,125.3,84,21.3,167.6,121,14.25,260.6,94,11.73,8.4,4,2.27,1, False
1003,93, no, yes,32,138.1,91,23.48,167.3,72,14.22,238.9,115,10.75,6.8,3,1.84,2, False
1004,52, no, yes,38,169.3,88,28.78,225.9,97,19.2,172,86,7.74,8.2,3,2.21,0, False
1005,64, no, yes,27,201.3,101,34.22,143.8,89,12.22,150.2,127,6.76,12.3,3,3.32,1, False
1006,12, yes, no,0,216.7,117,36.84,116.5,126,9.9,220,110,9.9,9.8,4,2.65,2, False
1007,48, no, no,0,190.4,92,32.37,317.5,85,26.99,133.4,113,6,8.3,4,2.24,2, False
1008,181, no, no,0,143.3,91,24.36,195.5,58,16.62,223.3,95,10.05,6,7,1.62,1, False
1009,168, no, yes,42,97.4,57,16.56,203.6,98,17.31,173.9,124,7.83,11.4,2,3.08,2, False
1010,155, no, no,0,181.4,111,30.84,167.7,92,14.25,168.5,122,7.58,11.3,3,3.05,3, False
1011,105, no, no,0,246.4,83,41.89,256.2,101,21.78,169,151,7.61,3.8,4,1.03,0, False
1012,11, no, no,0,143.4,130,24.38,289.4,50,24.6,194,100,8.73,9.7,6,2.62,2, False
1013,182, no, no,0,104.9,111,17.83,198.5,120,16.87,258.2,91,11.62,8,5,2.16,2, False
1014,104, no, no,0,156.2,93,26.55,193,54,16.41,222.7,94,10.02,13.1,5,3.54,1, False
1015,102, no, no,0,114.8,125,19.52,81.9,126,6.96,304.3,101,13.69,12,4,3.24,0, False
1016,122, no, no,0,232.5,96,39.53,205.5,120,17.47,213.7,91,9.62,11.9,2,3.21,0, False
1017,41, no, no,0,143.6,117,24.41,152.4,108,12.95,194.4,110,8.75,8.6,3,2.32,1, False
1018,132, no, no,0,176.7,132,30.04,244.1,80,20.75,176.3,120,7.93,9.1,4,2.46,2, False
1019,76, no, no,0,263.4,148,44.78,230.3,69,19.58,170.6,101,7.68,11.4,5,3.08,1, True
1020,13, no, no,0,146.4,74,24.89,148.5,92,12.62,216.7,96,9.75,11.3,3,3.05,1, False
1021,115, no, yes,33,145,72,24.65,194.5,157,16.53,242.3,138,10.9,14.2,3,3.83,2, False
1022,67, no, no,0,167.8,91,28.53,167.7,69,14.25,110.3,71,4.96,8.4,12,2.27,1, False
1023,154, no, no,0,166.9,99,28.37,154.9,97,13.17,189.4,89,8.52,7.2,5,1.94,0, False
1024,100, no, no,0,142.5,87,24.23,195.7,88,16.63,122.1,117,5.49,7.8,8,2.11,2, False
1025,146, yes, no,0,133,65,22.61,262.8,93,22.34,214.3,128,9.64,11.2,3,3.02,1, False
1026,148, no, yes,11,252.9,129,42.99,284.3,88,24.17,262.8,99,11.83,12.3,1,3.32,1, False
1027,67, no, yes,28,95,94,16.15,291.2,73,24.75,159.6,114,7.18,10,2,2.7,2, False
1028,161, yes, no,0,194.2,106,33.01,249.4,105,21.2,254.9,129,11.47,12.9,1,3.48,1, True
1029,70, no, no,0,222.8,114,37.88,215.9,113,18.35,223.5,122,10.06,0,0,0,1, False
1030,116, no, no,0,201.8,82,34.31,231.5,95,19.68,226.1,130,10.17,16.5,5,4.46,0, False
1031,99, no, yes,42,216,125,36.72,232.3,104,19.75,215.5,100,9.7,9.3,4,2.51,2, True
1032,87, no, no,0,146.3,108,24.87,171.8,102,14.6,167.5,66,7.54,5.3,9,1.43,1, False
1033,87, no, no,0,234.8,85,39.92,140.9,91,11.98,204.3,93,9.19,9.5,5,2.57,1, False
1034,70, no, no,0,198.6,111,33.76,213.9,115,18.18,171.2,105,7.7,10.6,6,2.86,2, False
1035,131, no, no,0,94.4,80,16.05,215.1,101,18.28,179.7,108,8.09,13.1,9,3.54,2, False
1036,119, no, no,0,190.4,74,32.37,215.6,113,18.33,161.2,111,7.25,10,1,2.7,2, False
1037,119, no, yes,32,142.6,77,24.24,208.2,126,17.7,171,102,7.69,12,2,3.24,3, False
1038,87, yes, no,0,134.2,80,22.81,165,71,14.03,173.1,102,7.79,10.7,5,2.89,0, False
1039,112, no, no,0,111.9,92,19.02,114,143,9.69,146.8,79,6.61,14.1,3,3.81,5, True
1040,75, no, no,0,122.8,89,20.88,211.3,104,17.96,261.4,91,11.76,10.7,2,2.89,2, False
1041,150, no, no,0,189.3,77,32.18,220.9,105,18.78,238.7,117,10.74,9.2,5,2.48,4, False
1042,161, no, yes,38,240.4,112,40.87,201.8,102,17.15,206.1,112,9.27,16.1,6,4.35,0, False
1043,91, yes, yes,24,93.5,112,15.9,183.4,128,15.59,240.7,133,10.83,9.9,3,2.67,0, False
1044,124, no, no,0,158.6,104,26.96,211.2,77,17.95,179.3,104,8.07,10.2,8,2.75,3, False
1045,94, yes, no,0,243.2,109,41.34,147,88,12.5,94.9,99,4.27,7.2,4,1.94,4, False
1046,217, no, no,0,176.4,115,29.99,158.8,128,13.5,306.6,107,13.8,9.3,3,2.51,4, False
1047,158, no, no,0,220.9,129,37.55,242.2,108,20.59,233.3,75,10.5,6.4,5,1.73,0, False
1048,102, no, no,0,144.4,87,24.55,266.5,128,22.65,217.6,59,9.79,7.1,7,1.92,0, False
1049,85, no, no,0,212.3,107,36.09,228.4,103,19.41,163.3,116,7.35,7.7,3,2.08,0, False
1050,79, no, no,0,147,72,24.99,165.7,102,14.08,243.2,107,10.94,8.4,9,2.27,1, False
1051,139, no, yes,25,96.2,112,16.35,178.9,70,15.21,182.1,84,8.19,12.9,10,3.48,2, False
1052,103, no, no,0,263.4,118,44.78,179.1,69,15.22,214.7,112,9.66,10.3,2,2.78,0, False
1053,98, yes, no,0,12.5,67,2.13,256.6,90,21.81,169.4,88,7.62,7.7,9,2.08,1, False
1054,78, no, no,0,162.3,116,27.59,192.4,86,16.35,240.6,100,10.83,10.1,3,2.73,2, False
1055,50, no, no,0,183.6,107,31.21,58.6,118,4.98,202.6,99,9.12,8.7,3,2.35,1, False
1056,161, no, no,0,178.1,109,30.28,146.5,86,12.45,137.6,78,6.19,8.5,2,2.3,1, False
1057,67, no, no,0,201.4,101,34.24,97.6,122,8.3,202.5,119,9.11,7,3,1.89,0, False
1058,86, no, yes,38,123,158,20.91,133.9,119,11.38,138.2,103,6.22,13.3,4,3.59,1, False
1059,92, no, no,0,208,125,35.36,198.9,76,16.91,76.4,97,3.44,8.6,6,2.32,0, False
1060,174, no, no,0,239.2,72,40.66,188.5,124,16.02,105.6,116,4.75,8.8,3,2.38,1, False
1061,124, no, no,0,193,97,32.81,89.8,99,7.63,172.8,104,7.78,15.3,3,4.13,1, False
1062,132, no, yes,31,174.5,101,29.67,245.6,105,20.88,172.8,76,7.78,10.3,9,2.78,1, False
1063,190, no, yes,26,116.7,71,19.84,145.9,88,12.4,175.1,103,7.88,9.9,3,2.67,1, False
1064,101, no, no,0,93.8,127,15.95,150,104,12.75,241.1,116,10.85,10.7,2,2.89,1, False
1065,185, yes, yes,30,154.1,114,26.2,118.7,106,10.09,258.4,105,11.63,12.9,3,3.48,2, False
1066,68, no, yes,29,239.5,82,40.72,203.8,105,17.32,167.8,70,7.55,9.9,6,2.67,0, False
1067,117, no, yes,25,216,140,36.72,224.1,69,19.05,267.9,112,12.06,11.8,4,3.19,0, False
1068,118, no, no,0,187.4,97,31.86,177.8,89,15.11,233.4,97,10.5,12.2,6,3.29,1, False
1069,124, no, no,0,167.4,119,28.46,233.2,143,19.82,109.6,115,4.93,10.3,5,2.78,0, False
1070,22, no, no,0,160.4,108,27.27,218.1,88,18.54,192.9,115,8.68,12.5,4,3.38,1, False
